Test Case ID,Test Items,Pre-condition,Test Data,Test Steps,Expected results,A result
TC-LOG-006,Siết quyền thư mục run log đã tồn tại,Có thư mục stateDir test và jobId dùng để ghi hoặc đọc run log.,"jobId, file JSONL run log và bản ghi run dùng để siết quyền thư mục run log đã tồn tại.",1. Chuẩn bị jobId và run log theo dữ liệu test. 2. Gọi hàm đọc/ghi run log tương ứng. 3. Kiểm tra file hoặc dữ liệu trả về để xác nhận hệ thống siết quyền thư mục run log đã tồn tại. Minh chứng Vitest: src/cron/run-log.test.ts - cron run log > hardens an existing run-log directory to owner-only permissions.,Hệ thống siết quyền thư mục run log đã tồn tại đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOG-007,Đọc bản ghi mới nhất và lọc theo jobId,Có thư mục stateDir test và jobId dùng để ghi hoặc đọc run log.,"jobId, file JSONL run log và bản ghi run dùng để đọc bản ghi mới nhất và lọc theo jobId.",1. Chuẩn bị jobId và run log theo dữ liệu test. 2. Gọi hàm đọc/ghi run log tương ứng. 3. Kiểm tra file hoặc dữ liệu trả về để xác nhận hệ thống đọc bản ghi mới nhất và lọc theo jobId. Minh chứng Vitest: src/cron/run-log.test.ts - cron run log > reads newest entries and filters by jobId.,Hệ thống đọc bản ghi mới nhất và lọc theo jobId đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOG-008,Bỏ qua dòng không hợp lệ hoặc chưa hoàn tất,Có thư mục stateDir test và jobId dùng để ghi hoặc đọc run log.,"jobId, file JSONL run log và bản ghi run dùng để bỏ qua dòng không hợp lệ hoặc chưa hoàn tất.",1. Chuẩn bị jobId và run log theo dữ liệu test. 2. Gọi hàm đọc/ghi run log tương ứng. 3. Kiểm tra file hoặc dữ liệu trả về để xác nhận hệ thống bỏ qua dòng không hợp lệ hoặc chưa hoàn tất. Minh chứng Vitest: src/cron/run-log.test.ts - cron run log > ignores invalid and non-finished lines while preserving delivery fields.,Hệ thống bỏ qua dòng không hợp lệ hoặc chưa hoàn tất đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOG-009,Đọc các trường telemetry trong run log,Có thư mục stateDir test và jobId dùng để ghi hoặc đọc run log.,"jobId, file JSONL run log và bản ghi run dùng để đọc các trường telemetry trong run log.",1. Chuẩn bị jobId và run log theo dữ liệu test. 2. Gọi hàm đọc/ghi run log tương ứng. 3. Kiểm tra file hoặc dữ liệu trả về để xác nhận hệ thống đọc các trường telemetry trong run log. Minh chứng Vitest: src/cron/run-log.test.ts - cron run log > reads telemetry fields.,Hệ thống đọc các trường telemetry trong run log đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOG-010,Dọn trạng thái pending-write sau khi ghi xong,Có thư mục stateDir test và jobId dùng để ghi hoặc đọc run log.,"jobId, file JSONL run log và bản ghi run dùng để dọn trạng thái pending-write sau khi ghi xong.",1. Chuẩn bị jobId và run log theo dữ liệu test. 2. Gọi hàm đọc/ghi run log tương ứng. 3. Kiểm tra file hoặc dữ liệu trả về để xác nhận hệ thống dọn trạng thái pending-write sau khi ghi xong. Minh chứng Vitest: src/cron/run-log.test.ts - cron run log > cleans up pending-write bookkeeping after appends complete.,Hệ thống dọn trạng thái pending-write sau khi ghi xong đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOG-011,Đợi các ghi nền hoàn tất trước khi đọc,Có thư mục stateDir test và jobId dùng để ghi hoặc đọc run log.,"jobId, file JSONL run log và bản ghi run dùng để đợi các ghi nền hoàn tất trước khi đọc.",1. Chuẩn bị jobId và run log theo dữ liệu test. 2. Gọi hàm đọc/ghi run log tương ứng. 3. Kiểm tra file hoặc dữ liệu trả về để xác nhận hệ thống đợi các ghi nền hoàn tất trước khi đọc. Minh chứng Vitest: src/cron/run-log.test.ts - cron run log > read drains pending fire-and-forget writes.,Hệ thống đợi các ghi nền hoàn tất trước khi đọc đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-031,Tính lần chạy kế tiếp theo cron và timezone,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để tính lần chạy kế tiếp theo cron và timezone.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống tính lần chạy kế tiếp theo cron và timezone. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > computes next run for cron expression with timezone.,Hệ thống tính lần chạy kế tiếp theo cron và timezone đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-032,Không lùi năm với lịch ngày Asia/Shanghai,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để Không lùi năm với lịch ngày Asia/Shanghai.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống Không lùi năm với lịch ngày Asia/Shanghai. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > does not roll back year for Asia/Shanghai daily cron schedules (#30351).,Hệ thống Không lùi năm với lịch ngày Asia/Shanghai đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-033,Báo lỗi khi thiếu cron expression,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để báo lỗi khi thiếu cron expression.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống báo lỗi khi thiếu cron expression. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > throws a clear error when cron expr is missing at runtime.,Hệ thống báo lỗi khi thiếu cron expression đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-034,Hỗ trợ trường cron cũ khi thiếu expr,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để hỗ trợ trường cron cũ khi thiếu expr.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống hỗ trợ trường cron cũ khi thiếu expr. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > supports legacy cron field when expr is missing.,Hệ thống hỗ trợ trường cron cũ khi thiếu expr đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-035,Tính lần chạy kế tiếp cho lịch every,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để tính lần chạy kế tiếp cho lịch every.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống tính lần chạy kế tiếp cho lịch every. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > computes next run for every schedule.,Hệ thống tính lần chạy kế tiếp cho lịch every đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-036,Tính lần chạy kế tiếp khi thiếu anchorMs,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để Tính lần chạy kế tiếp khi thiếu anchorMs.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống Tính lần chạy kế tiếp khi thiếu anchorMs. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > computes next run for every schedule when anchorMs is not provided.,Hệ thống Tính lần chạy kế tiếp khi thiếu anchorMs đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-037,Hỗ trợ everyMs và anchorMs dạng chuỗi,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để hỗ trợ everyMs và anchorMs dạng chuỗi.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống hỗ trợ everyMs và anchorMs dạng chuỗi. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > handles string-typed everyMs and anchorMs from legacy persisted data.,Hệ thống hỗ trợ everyMs và anchorMs dạng chuỗi đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-038,Từ chối everyMs chuỗi không phải số,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để từ chối everyMs chuỗi không phải số.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống từ chối everyMs chuỗi không phải số. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > returns undefined for non-numeric string everyMs.,Hệ thống từ chối everyMs chuỗi không phải số đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-039,Dịch lịch every khi now trùng anchor,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để Dịch lịch every khi now trùng anchor.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống Dịch lịch every khi now trùng anchor. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > advances when now matches anchor for every schedule.,Hệ thống Dịch lịch every khi now trùng anchor đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-040,Không trả timestamp quá khứ với lịch ngày Asia/Shanghai,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để Không trả timestamp quá khứ với lịch ngày Asia/Shanghai.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống Không trả timestamp quá khứ với lịch ngày Asia/Shanghai. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > never returns a past timestamp for Asia/Shanghai daily schedule (#30351).,Hệ thống Không trả timestamp quá khứ với lịch ngày Asia/Shanghai đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-041,Không trả về lần chạy trước đó khi đã chạm hoặc vượt now,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để không trả về lần chạy trước đó khi đã chạm hoặc vượt now.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống không trả về lần chạy trước đó khi đã chạm hoặc vượt now. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > never returns a previous run that is at-or-after now.,Hệ thống không trả về lần chạy trước đó khi đã chạm hoặc vượt now đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SCH-042,Tái sử dụng cron evaluator đã biên dịch,Module lập lịch có cấu hình cron/every và thời điểm mốc để tính lần chạy kế tiếp.,"Biểu thức cron/every, timezone, anchorMs/nowMs dùng để tái sử dụng cron evaluator đã biên dịch.",1. Chuẩn bị lịch và mốc thời gian. 2. Gọi hàm tính next run. 3. Kiểm tra timestamp trả về để xác nhận hệ thống tái sử dụng cron evaluator đã biên dịch. Minh chứng Vitest: src/cron/schedule.test.ts - cron schedule > reuses compiled cron evaluators for the same expression/timezone.,Hệ thống tái sử dụng cron evaluator đã biên dịch đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
